issue_id,severity,certainty,category,study_id,es_id,csv_row,field,current_value,expected_or_review,evidence,source_file,source_locator,recommended_action
I0269,Low,Confirmed,Coding,whitlow_1978_thesis,es126,127,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0270,Low,Confirmed,Coding,whitlow_1978_thesis,es126,127,measurement_timing,Not reported,Not Reported,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0271,Low,Confirmed,Coding,whitlow_1978_thesis,es127,128,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0272,Low,Confirmed,Coding,whitlow_1978_thesis,es127,128,measurement_timing,Not reported,Not Reported,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0273,Low,Confirmed,Coding,whitlow_1978_thesis,es128,129,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0274,Low,Confirmed,Coding,whitlow_1978_thesis,es128,129,measurement_timing,Not reported,Not Reported,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0275,Low,Confirmed,Coding,whitlow_1978_thesis,es129,130,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0276,Low,Confirmed,Coding,whitlow_1978_thesis,es129,130,measurement_timing,Not reported,Not Reported,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0277,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es130,131,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0278,Low,Confirmed,Coding,abramova_2020_genpath,es130,131,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0279,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es131,132,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0280,Low,Confirmed,Coding,abramova_2020_genpath,es131,132,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0281,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es132,133,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0282,Low,Confirmed,Coding,abramova_2020_genpath,es132,133,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0283,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es133,134,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0284,Low,Confirmed,Coding,abramova_2020_genpath,es133,134,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0285,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es134,135,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0286,Low,Confirmed,Coding,abramova_2020_genpath,es134,135,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0287,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es135,136,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0288,Low,Confirmed,Coding,abramova_2020_genpath,es135,136,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0289,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es136,137,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0290,Low,Confirmed,Coding,abramova_2020_genpath,es136,137,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0291,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es137,138,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0292,Low,Confirmed,Coding,abramova_2020_genpath,es137,138,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0293,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es138,139,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0294,Low,Confirmed,Coding,abramova_2020_genpath,es138,139,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0295,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es139,140,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0296,Low,Confirmed,Coding,abramova_2020_genpath,es139,140,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0297,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es140,141,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0298,Low,Confirmed,Coding,abramova_2020_genpath,es140,141,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0299,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es141,142,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0300,Low,Confirmed,Coding,abramova_2020_genpath,es141,142,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0301,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es142,143,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0302,Low,Confirmed,Coding,abramova_2020_genpath,es142,143,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0303,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es143,144,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0304,Low,Confirmed,Coding,abramova_2020_genpath,es143,144,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0305,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es144,145,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0306,Low,Confirmed,Coding,abramova_2020_genpath,es144,145,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0307,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es145,146,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0308,Low,Confirmed,Coding,abramova_2020_genpath,es145,146,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0309,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es146,147,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0310,Low,Confirmed,Coding,abramova_2020_genpath,es146,147,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0311,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es147,148,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0312,Low,Confirmed,Coding,abramova_2020_genpath,es147,148,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0313,Low,Confirmed,Protocol conformity,abramova_2020_genpath,es148,149,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
